Operação Comercial (Realizado),Leilão,Comercialização,CEG,Tipo de Geração,Origem de Combustível,UF,Usina,UG,Potência Liberada (MW)
2016-12-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031427-7.01,EOL,Eólica,RN,Santa Mônica,6,2.1
2016-12-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031427-7.01,EOL,Eólica,RN,Santa Mônica,"7,8,9 e 11",8.4
2016-12-17 00:00:00,Nenhum,Fora do ACR,UTE.AI.AL.031371-8.01,UTE,Biomassa,AL,Bioflex Caeté,2,15
2016-12-17 00:00:00,Nenhum,Fora do ACR,UTE.AI.AL.031371-8.01,UTE,Biomassa,AL,Bioflex Caeté,3,16.8
2016-12-17 00:00:00,10/2013,ACR,UTE.AI.SP.031739-0.02,UTE,Biomassa,SP,Santa Cândida II,2,30
2016-12-21 00:00:00,04/2015,ACR,EOL.CV.CE.032011-0.01,EOL,Eólica,CE,Cacimbas 1,5 a 7,8.1
2016-12-22 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031427-7.01,EOL,Eólica,RN,Santa Mônica,1 a 5,10.5
2016-12-22 00:00:00,06/2013,ACR,PCH.PH.PR.029180-3.01,PCH,Hídrica,PR,Cantú 2,04,0.418
2016-12-24 00:00:00,Nenhum,Fora do ACR,CGH.PH.SC.030494-8.02,CGH,Hídrica,SC,Volta Grande,01,1.565
2016-12-24 00:00:00,Nenhum,Fora do ACR,CGH.PH.SC.030494-8.02,CGH,Hídrica,SC,Volta Grande,02,1.565
2016-12-24 00:00:00,10/2013,ACR,EOL.CV.PI.031767-5.01,EOL,Eólica,PI,Ventos de Santo Augusto VIII,1 a 8,18.4
2016-12-27 00:00:00,03/2014,ACR,EOL.CV.RS.031805-1.01,EOL,Eólica,RS,Aura Mangueira VII,1 a 8,24
2016-12-27 00:00:00,03/2014,ACR,EOL.CV.RS.031806-0.01,EOL,Eólica,RS,Aura Mirim II,1 a 4 e 9 a 10,18
2016-12-27 00:00:00,03/2014,ACR,EOL.CV.RS.031806-0.01,EOL,Eólica,RS,Aura Mirim II,5 a 8,12
2016-12-28 00:00:00,03/2014,ACR,EOL.CV.RN.031810-8.01,EOL,Eólica,RN,Santana I,1 a 15,30
2016-12-28 00:00:00,03/2014,ACR,EOL.CV.RN.031811-6.01,EOL,Eólica,RN,Santana II,1 a 12,24
2016-12-28 00:00:00,03/2014,ACR,EOL.CV.RN.031812-4.01,EOL,Eólica,RN,Calango 6,1 a 15,30
2016-12-29 00:00:00,10/2013,ACR,EOL.CV.PI.031747-0.02,EOL,Eólica,PI,Ventos de Santo Augusto II,1 a 12,27.6
2017-01-01 00:00:00,03/2016,ACR,CGH.PH.SC.030845-5.01,CGH,Hídrica,SC,Willy Faller,1,1
2017-01-03 00:00:00,05/2007,ACR,UHE.PH.RO.029707-0.01,UHE,Hídrica,RO,Santo Antônio,45,69.59
2017-01-03 00:00:00,05/2007,ACR,UHE.PH.RO.029707-0.01,UHE,Hídrica,RO,Santo Antônio,46,69.59
2017-01-03 00:00:00,05/2007,ACR,UHE.PH.RO.029707-0.01,UHE,Hídrica,RO,Santo Antônio,47,69.59
2017-01-03 00:00:00,05/2007,ACR,UHE.PH.RO.029707-0.01,UHE,Hídrica,RO,Santo Antônio,48,69.59
2017-01-03 00:00:00,05/2007,ACR,UHE.PH.RO.029707-0.01,UHE,Hídrica,RO,Santo Antônio,49,69.59
2017-01-03 00:00:00,05/2007,ACR,UHE.PH.RO.029707-0.01,UHE,Hídrica,RO,Santo Antônio,50,69.59
2017-01-04 00:00:00,03/2015,ACR,PCH.PH.RS.031324-6.01,PCH,Hídrica,RS,Serra dos Cavalinhos I,01,12.5
2017-01-06 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Pimental 05,38.85
2017-01-07 00:00:00,04/2015,ACR,EOL.CV.CE.032011-0.01,EOL,Eólica,CE,Cacimbas 1,1 a 4,10.8
2017-01-12 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Pimental 06,38.85
2017-01-17 00:00:00,07/2011,ACR,EOL.CV.RS.030901-0.01,EOL,Eólica,RS,Pontal 3 B,1 a 10,27
2017-01-17 00:00:00,09/2013,ACR,EOL.CV.RS.031509-5.01,EOL,Eólica,RS,Pontal 2 A,5 a 8,10.8
2017-01-18 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 04,611.11
2017-01-18 00:00:00,02/2016,ACR,UTE.PE.PA.035707-3.01,UTE,Fóssil,PA,Alenquer – CEPA,1 a 5 (dsp 581/2019),3.127
2017-01-18 00:00:00,"",ACR,UTE.PE.PA.035719-7.01,UTE,Fóssil,PA,Muaná – CEPA,"1,2,4,6",1.894
2017-01-18 00:00:00,"",ACR,UTE.PE.PA.035726-0.01,UTE,Fóssil,PA,São Sebastião da Boa Vista – CEPA,1 a 6 e 12,3.066
2017-01-25 00:00:00,03/2015,ACR,PCH.PH.RS.031324-6.01,PCH,Hídrica,RS,Serra dos Cavalinhos I,02,12.5
2017-01-31 00:00:00,"",ACR,UTE.PE.PA.035708-1.01,UTE,Fóssil,PA,Almeirim – CEPA,7,0.622
2017-01-31 00:00:00,02/2016,ACR,UTE.PE.PA.035723-5.01,UTE,Fóssil,PA,Salvaterra – CEPA,"1a2,4a6 e 8a19",6.053
2017-02-01 00:00:00,10/2013,ACR,EOL.CV.PE.031764-0.01,EOL,Eólica,PE,Ventos de Santo Estevão V,11 e 12,4.6
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035706-5.01,UTE,Fóssil,PA,Afuá – CEPA,1,1.095
2017-02-01 00:00:00,02/2016,ACR,UTE.PE.PA.035707-3.01,UTE,Fóssil,PA,Alenquer – CEPA,11 (dsp 581/2019),0.8
2017-02-01 00:00:00,02/2016,ACR,UTE.PE.PA.035707-3.01,UTE,Fóssil,PA,Alenquer – CEPA,6 a 10,4
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035708-1.01,UTE,Fóssil,PA,Almeirim – CEPA,5 e 6,1.692
2017-02-01 00:00:00,02/2016,ACR,UTE.PE.PA.035709-0.01,UTE,Fóssil,PA,Anajás – CEPA,1 a 8,3.8
2017-02-01 00:00:00,02/2016,ACR,UTE.PE.PA.035710-3.01,UTE,Fóssil,PA,Aveiro – CEPA,1 a 3,1.2
2017-02-01 00:00:00,02/2016,ACR,UTE.PE.PA.035712-0.01,UTE,Fóssil,PA,Chaves – CEPA,1 a 3,1.3
2017-02-01 00:00:00,02/2016,ACR,UTE.PE.PA.035713-8.01,UTE,Fóssil,PA,Cotijuba – CEPA,1 a 5,2.4
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035714-6.01,UTE,Fóssil,PA,Faro – CEPA,1 a 2,0.672
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035714-6.01,UTE,Fóssil,PA,Faro – CEPA,3,0.5
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035715-4.01,UTE,Fóssil,PA,Gurupá – CEPA,6,1.095
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035719-7.01,UTE,Fóssil,PA,Muaná – CEPA,"3,5 e 9",3
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035720-0.01,UTE,Fóssil,PA,Oeiras do Pará – CEPA,5 e 6,1.692
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035721-9.01,UTE,Fóssil,PA,Porto de Moz – CEPA,"4,5,6 e 8",3.384
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035722-7.01,UTE,Fóssil,PA,Prainha – CEPA,1 a 9,3.268
2017-02-01 00:00:00,02/2016,ACR,UTE.PE.PA.035723-5.01,UTE,Fóssil,PA,Salvaterra – CEPA,3 e 7,1.458
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035726-0.01,UTE,Fóssil,PA,São Sebastião da Boa Vista – CEPA,7,0.846
2017-02-01 00:00:00,"",ACR,UTE.PE.PA.035728-6.01,UTE,Fóssil,PA,Terra Santa – CEPA,1 e 5,1.692
2017-02-02 00:00:00,10/2013,ACR,EOL.CV.RS.031663-6.01,EOL,Eólica,RS,Aura Mirim IV,1 a 5,15
2017-02-02 00:00:00,10/2013,ACR,EOL.CV.RS.031719-5.01,EOL,Eólica,RS,Aura Mangueira XI,1 a 3,9
2017-02-02 00:00:00,"",ACR,UTE.PE.PA.035717-0.01,UTE,Fóssil,PA,Juruti – CEPA,1 a 7 e 11 a 13,8.709
2017-02-02 00:00:00,02/2016,ACR,UTE.PE.PA.035718-9.01,UTE,Fóssil,PA,Monte Alegre – CEPA,1 a 8 e 10 a 12,9.555
2017-02-02 00:00:00,02/2016,ACR,UTE.PE.PA.035724-3.01,UTE,Fóssil,PA,Santa Cruz do Arari – CEPA,1 a 4,1.6
2017-02-02 00:00:00,02/2016,ACR,UTE.PE.PA.035725-1.01,UTE,Fóssil,PA,Santana do Araguaia – CEPA,1 a 13,15.99
2017-02-02 00:00:00,02/2016,ACR,UTE.PE.PA.035727-8.01,UTE,Fóssil,PA,Soure – CEPA,1 a 16,6.658
2017-02-04 00:00:00,02/2016,ACR,UTE.PE.PA.035716-2.01,UTE,Fóssil,PA,Jacareacanga – CEPA,1 a 7,3.2
2017-02-10 00:00:00,06/2014,ACR,EOL.CV.PI.033667-0.01,EOL,Eólica,PI,Ventos de São Virgílio 02,1 a 5,11.5
2017-02-18 00:00:00,10/2013,ACR,EOL.CV.PI.031746-2.02,EOL,Eólica,PI,Ventos de Santo Augusto I,1 a 6,13.8
2017-02-18 00:00:00,10/2013,ACR,EOL.CV.PI.031746-2.02,EOL,Eólica,PI,Ventos de Santo Augusto I,7 e 8,4.6
2017-02-18 00:00:00,06/2014,ACR,EOL.CV.PI.033667-0.01,EOL,Eólica,PI,Ventos de São Virgílio 02,6 e 8,4.6
2017-02-23 00:00:00,"",ACR,PCH.PH.SC.000659-9.01,PCH,Hídrica,SC,Capivari,1,6.03
2017-02-23 00:00:00,"",ACR,PCH.PH.SC.000659-9.01,PCH,Hídrica,SC,Capivari,2,6.03
2017-02-23 00:00:00,"",ACR,PCH.PH.SC.000659-9.01,PCH,Hídrica,SC,Capivari,3,6.03
2017-02-24 00:00:00,06/2014,ACR,EOL.CV.PI.033667-0.01,EOL,Eólica,PI,Ventos de São Virgílio 02,"7,11,12 e 13",9.2
2017-02-24 00:00:00,06/2014,ACR,EOL.CV.PI.033667-0.01,EOL,Eólica,PI,Ventos de São Virgílio 02,9 a 10,4.6
2017-03-04 00:00:00,10/2013,ACR,EOL.CV.PI.031749-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VII,1 a 4,9.2
2017-03-04 00:00:00,Nenhum,Fora do ACR,UTE.AI.GO.031033-6.01,UTE,Biomassa,GO,NG Bioenergia I,1,10
2017-03-10 00:00:00,Nenhum,Fora do ACR,PCH.PH.BA.033901-6.01,PCH,Hídrica,BA,Candengo,1,2.466
2017-03-10 00:00:00,Nenhum,Fora do ACR,PCH.PH.BA.033901-6.01,PCH,Hídrica,BA,Candengo,2,4.257
2017-03-10 00:00:00,Nenhum,Fora do ACR,PCH.PH.BA.033901-6.01,PCH,Hídrica,BA,Candengo,3,4.257
2017-03-16 00:00:00,10/2013,ACR,EOL.CV.PI.031749-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VII,5 e 7 a 8,6.9
2017-03-16 00:00:00,10/2013,ACR,EOL.CV.PI.031749-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VII,6,2.3
2017-03-18 00:00:00,04/2015,ACR,EOL.CV.CE.032010-2.01,EOL,Eólica,CE,Estrela,1 e 8,5.4
2017-03-18 00:00:00,04/2015,ACR,EOL.CV.CE.032010-2.01,EOL,Eólica,CE,Estrela,2 a 7,16.2
2017-03-18 00:00:00,04/2015,ACR,EOL.CV.CE.032010-2.01,EOL,Eólica,CE,Estrela,9 a 11,8.1
2017-03-22 00:00:00,10/2013,ACR,UTE.AI.SP.031739-0.02,UTE,Biomassa,SP,Santa Cândida II,1,25
2017-03-23 00:00:00,Nenhum,Fora do ACR,PCH.PH.MG.030542-1.01,PCH,Hídrica,MG,Juliões,01,1.7
2017-03-23 00:00:00,Nenhum,Fora do ACR,PCH.PH.MG.030542-1.01,PCH,Hídrica,MG,Juliões,02,1.7
2017-03-24 00:00:00,10/2013,ACR,EOL.CV.PI.031766-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VI,1 a 2,4.6
2017-03-24 00:00:00,10/2013,ACR,EOL.CV.PI.031766-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VI,3 e 4,4.6
2017-03-25 00:00:00,10/2013,ACR,EOL.CV.PI.031766-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VI,5,2.3
2017-03-25 00:00:00,10/2013,ACR,EOL.CV.PI.031766-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VI,"6, 7 e 8",6.9
2017-03-25 00:00:00,10/2013,ACR,EOL.CV.PI.031766-7.01,EOL,Eólica,PI,Ventos de Santo Augusto VI,9 a 13,11.5
2017-03-25 00:00:00,10/2013,ACR,EOL.CV.RS.031647-4.01,EOL,Eólica,RS,Aura Mangueira XV,1 a 6,18
2017-04-06 00:00:00,04/2015,ACR,EOL.CV.CE.032012-9.01,EOL,Eólica,CE,Ouro Verde,"1,3,7,8 e 11",13.5
2017-04-06 00:00:00,04/2015,ACR,EOL.CV.CE.032012-9.01,EOL,Eólica,CE,Ouro Verde,"2,4,5 e 6",10.8
2017-04-06 00:00:00,04/2015,ACR,EOL.CV.CE.032012-9.01,EOL,Eólica,CE,Ouro Verde,9 e 10,5.4
2017-04-15 00:00:00,Nenhum,Fora do ACR,UTE.AI.GO.029153-6.01,UTE,Biomassa,GO,Cooper-Rubi,2,10
2017-04-20 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 05,611.11
2017-04-21 00:00:00,10/2013,ACR,PCH.PH.MG.031207-0.01,PCH,Hídrica,MG,Serra das Agulhas,1,15
2017-04-21 00:00:00,10/2013,ACR,PCH.PH.MG.031207-0.01,PCH,Hídrica,MG,Serra das Agulhas,2,15
2017-04-27 00:00:00,Nenhum,Fora do ACR,UTE.PE.AM.029192-7.01,UTE,Fóssil,AM,Flores,1 a 92,80
2017-04-28 00:00:00,02/2016,ACR,UTE.PE.PA.035707-3.01,UTE,Fóssil,PA,Alenquer – CEPA,12 a 14,3.285
2017-04-28 00:00:00,02/2016,ACR,UTE.PE.PA.035707-3.01,UTE,Fóssil,PA,Alenquer – CEPA,15 a 16,3.285
2017-04-28 00:00:00,"",ACR,UTE.PE.PA.035708-1.01,UTE,Fóssil,PA,Almeirim – CEPA,1 a 4,3.384
2017-04-28 00:00:00,"",ACR,UTE.PE.PA.035708-1.01,UTE,Fóssil,PA,Almeirim – CEPA,8,0.846
2017-04-28 00:00:00,"",ACR,UTE.PE.PA.035715-4.01,UTE,Fóssil,PA,Gurupá – CEPA,1 a 3,2.538
2017-04-28 00:00:00,02/2016,ACR,UTE.PE.PA.035718-9.01,UTE,Fóssil,PA,Monte Alegre – CEPA,13 a 15,2.538
2017-04-28 00:00:00,02/2016,ACR,UTE.PE.PA.035718-9.01,UTE,Fóssil,PA,Monte Alegre – CEPA,16,0.846
2017-04-28 00:00:00,"",ACR,UTE.PE.PA.035721-9.01,UTE,Fóssil,PA,Porto de Moz – CEPA,"1 a 3, 7 e 9",4.23
2017-04-29 00:00:00,03/2016,ACR,CGH.PH.MG.029644-9.01,CGH,Hídrica,MG,João Franco,3,0.34
2017-05-04 00:00:00,"",ACR,UTE.PE.PA.035728-6.01,UTE,Fóssil,PA,Terra Santa – CEPA,2 a 4,2.538
2017-05-05 00:00:00,"",ACR,UTE.PE.PA.035717-0.01,UTE,Fóssil,PA,Juruti – CEPA,10,0.846
2017-05-05 00:00:00,"",ACR,UTE.PE.PA.035717-0.01,UTE,Fóssil,PA,Juruti – CEPA,19 a 21,3.75
2017-05-06 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,7,2.3
2017-05-06 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,8 a 11,9.2
2017-05-13 00:00:00,10/2013,ACR,EOL.CV.RS.031646-6.01,EOL,Eólica,RS,Aura Mangueira XIII,1 a 5,15
2017-05-13 00:00:00,Nenhum,Fora do ACR,UTE.PE.AM.030274-0.01,UTE,Fóssil,AM,Mauá Parte III Bloco Iranduba,1 a 25,25
2017-05-18 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,2,2.3
2017-05-18 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,6,2.3
2017-05-26 00:00:00,Nenhum,Fora do ACR,EOL.CV.PI.031274-6.01,EOL,Eólica,PI,Ventos de Santa Bárbara,"1, 2, 4, 6, 8 e 11",16.2
2017-05-26 00:00:00,Nenhum,Fora do ACR,EOL.CV.PI.031274-6.01,EOL,Eólica,PI,Ventos de Santa Bárbara,"3, 5, 7, 9 e 10",13.5
2017-05-27 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,4,2.3
2017-05-28 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,1,2.3
2017-06-02 00:00:00,10/2013,ACR,EOL.CV.RS.031653-9.01,EOL,Eólica,RS,Aura Mangueira XII,1 a 5,15
2017-06-02 00:00:00,01/2016,ACR,UTE.AI.MG.029122-6.01,UTE,Biomassa,MG,WD,3,30
2017-06-07 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,3,2.3
2017-06-07 00:00:00,10/2013,ACR,EOL.CV.PE.031762-4.01,EOL,Eólica,PE,Ventos de Santo Estevão II,5,2.3
2017-06-07 00:00:00,Nenhum,Fora do ACR,UTE.PE.AM.028922-1.01,UTE,Fóssil,AM,São José,1  a 160,50
2017-06-09 00:00:00,06/2013,ACR,UTE.AI.MS.030104-3.01,UTE,Biomassa,MS,Caarapó,3,38
2017-06-10 00:00:00,Nenhum,Fora do ACR,UTE.AI.GO.031033-6.01,UTE,Biomassa,GO,NG Bioenergia I,3,23
2017-06-14 00:00:00,08/2014,ACR,EOL.CV.PI.032366-7.01,EOL,Eólica,PI,Ventos de Santo Onofre IV,1 a 4 e 6,11.5
2017-06-14 00:00:00,08/2014,ACR,EOL.CV.PI.032366-7.01,EOL,Eólica,PI,Ventos de Santo Onofre IV,11 e 12,4.6
2017-06-14 00:00:00,08/2014,ACR,EOL.CV.PI.032366-7.01,EOL,Eólica,PI,Ventos de Santo Onofre IV,5 e 7,4.6
2017-06-14 00:00:00,08/2014,ACR,EOL.CV.PI.032366-7.01,EOL,Eólica,PI,Ventos de Santo Onofre IV,8 a 10,6.9
2017-06-15 00:00:00,Nenhum,Fora do ACR,CGH.PH.MG.030556-1.02,CGH,Hídrica,MG,Caquende,01,2
2017-06-15 00:00:00,Nenhum,Fora do ACR,CGH.PH.MG.030556-1.02,CGH,Hídrica,MG,Caquende,02,2
2017-06-17 00:00:00,03/2011,ACR,EOL.CV.RN.030831-5.01,EOL,Eólica,RN,Carnaúbas,1 a 9,27
2017-06-17 00:00:00,03/2011,ACR,EOL.CV.RN.030843-9.01,EOL,Eólica,RN,Reduto,1 a 9,27
2017-06-17 00:00:00,03/2011,ACR,EOL.CV.RN.030849-8.01,EOL,Eólica,RN,Santo Cristo,1 a 9,27
2017-06-20 00:00:00,03/2011,ACR,EOL.CV.RN.030804-8.01,EOL,Eólica,RN,São João,1 a 9,27
2017-06-23 00:00:00,10/2013,ACR,EOL.CV.PE.031761-6.01,EOL,Eólica,PE,Ventos de Santo Estevão I,1 e 3 a 8,16.1
2017-06-23 00:00:00,10/2013,ACR,EOL.CV.PE.031761-6.01,EOL,Eólica,PE,Ventos de Santo Estevão I,2 e 9 a 11,9.2
2017-06-23 00:00:00,09/2015,ACR,EOL.CV.RN.033752-8.01,EOL,Eólica,RN,Vila Acre I,1 a 2,4.2
2017-06-23 00:00:00,09/2015,ACR,EOL.CV.RN.033752-8.01,EOL,Eólica,RN,Vila Acre I,3 a 5,6.3
2017-06-23 00:00:00,09/2015,ACR,EOL.CV.RN.033752-8.01,EOL,Eólica,RN,Vila Acre I,6 a 8,6.3
2017-06-23 00:00:00,09/2015,ACR,EOL.CV.RN.033752-8.01,EOL,Eólica,RN,Vila Acre I,9 a 13,10.5
2017-06-24 00:00:00,Nenhum,Fora do ACR,EOL.CV.PI.031270-3.01,EOL,Eólica,PI,Ventos de Santa Edwiges,3 a 6 e 8,13.5
2017-06-27 00:00:00,10/2013,ACR,EOL.CV.CE.031698-9.01,EOL,Eólica,CE,Pedra Cheirosa II,1 a 11,23.1
2017-06-27 00:00:00,10/2013,ACR,EOL.CV.CE.031736-5.01,EOL,Eólica,CE,Pedra Cheirosa,1 a 12,25.2
2017-06-27 00:00:00,03/2016,ACR,PCH.PH.RO.029758-5.01,PCH,Hídrica,RO,Figueira,1,1.4
2017-06-27 00:00:00,"",ACR,UTE.PE.PA.035720-0.01,UTE,Fóssil,PA,Oeiras do Pará – CEPA,1 a 3,2.538
2017-06-30 00:00:00,08/2015,ACR,UFV.RS.BA.032892-8.01,UFV,Solar,BA,Bom Jesus da Lapa I,1 a 32,30
2017-06-30 00:00:00,08/2015,ACR,UFV.RS.BA.032893-6.01,UFV,Solar,BA,Bom Jesus da Lapa II,1 a 32,30
2017-06-30 00:00:00,08/2015,ACR,UFV.RS.BA.034333-1.01,UFV,Solar,BA,Lapa 3,1 a 32,30
2017-06-30 00:00:00,08/2015,ACR,UFV.RS.BA.034437-0.01,UFV,Solar,BA,Lapa 2,1 a 32,30
2017-06-30 00:00:00,Nenhum,Fora do ACR,UTE.RU.MG.035528-3.01,UTE,Biomassa,MG,Asja Sabará,1 e 2,2.852
2017-07-07 00:00:00,04/2015,ACR,EOL.CV.MA.033680-7.01,EOL,Eólica,MA,Delta 3 VII (Antiga Ventos do Norte 18),1 a 6,13.8
2017-07-07 00:00:00,04/2015,ACR,EOL.CV.MA.033680-7.01,EOL,Eólica,MA,Delta 3 VII (Antiga Ventos do Norte 18),8 a 12,11.5
2017-07-08 00:00:00,10/2013,ACR,EOL.CV.RS.031699-7.01,EOL,Eólica,RS,Aura Mirim VIII,1 a 3,9
2017-07-08 00:00:00,10/2013,ACR,EOL.CV.RS.031701-2.01,EOL,Eólica,RS,Aura Mirim VI,1 a 3,9
2017-07-12 00:00:00,Nenhum,Fora do ACR,UTE.RU.MG.035528-3.01,UTE,Biomassa,MG,Asja Sabará,3 e 4,2.852
2017-07-13 00:00:00,04/2015,ACR,EOL.CV.MA.033673-4.01,EOL,Eólica,MA,Delta 3 VI (Antiga Ventos do Norte 13),1,2.3
2017-07-13 00:00:00,04/2015,ACR,EOL.CV.MA.033673-4.01,EOL,Eólica,MA,Delta 3 VI (Antiga Ventos do Norte 13),2 e 3,4.6
2017-07-13 00:00:00,04/2015,ACR,EOL.CV.MA.033673-4.01,EOL,Eólica,MA,Delta 3 VI (Antiga Ventos do Norte 13),4 a 7,9.2
2017-07-19 00:00:00,Nenhum,Fora do ACR,EOL.CV.PI.031272-0.01,EOL,Eólica,PI,Ventos de Santo Albano,1 e 2,5.4
2017-07-19 00:00:00,Nenhum,Fora do ACR,EOL.CV.PI.031276-2.01,EOL,Eólica,PI,Ventos de Santa Regina,"1,2,7,8,10 e 11",16.2
2017-07-19 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 06,611.11
2017-07-20 00:00:00,04/2015,ACR,EOL.CV.MA.033675-0.01,EOL,Eólica,MA,Delta 3 V (Antiga Ventos do Norte 15),2 a 5,9.2
2017-07-20 00:00:00,04/2015,ACR,EOL.CV.MA.033675-0.01,EOL,Eólica,MA,Delta 3 V (Antiga Ventos do Norte 15),6 e 7,4.6
2017-07-20 00:00:00,04/2015,ACR,EOL.CV.MA.033683-1.01,EOL,Eólica,MA,Delta 3 II (Antiga Ventos Maranhenses 2),7 a 12,13.8
2017-07-21 00:00:00,10/2013,ACR,EOL.CV.RS.031705-5.01,EOL,Eólica,RS,Aura Mangueira XVII,1 a 5,15
2017-07-22 00:00:00,04/2015,ACR,EOL.CV.MA.033675-0.01,EOL,Eólica,MA,Delta 3 V (Antiga Ventos do Norte 15),1,2.3
2017-07-26 00:00:00,04/2015,ACR,EOL.CV.MA.033683-1.01,EOL,Eólica,MA,Delta 3 II (Antiga Ventos Maranhenses 2),1 a 3,6.9
2017-07-26 00:00:00,04/2015,ACR,EOL.CV.MA.033683-1.01,EOL,Eólica,MA,Delta 3 II (Antiga Ventos Maranhenses 2),4 e 5,4.6
2017-07-26 00:00:00,04/2015,ACR,EOL.CV.MA.033683-1.01,EOL,Eólica,MA,Delta 3 II (Antiga Ventos Maranhenses 2),6,2.3
2017-07-26 00:00:00,04/2015,ACR,EOL.CV.MA.033685-8.01,EOL,Eólica,MA,Delta 3 IV (Antiga Ventos Maranhenses 4),10 e 11,4.6
2017-07-26 00:00:00,04/2015,ACR,EOL.CV.MA.033685-8.01,EOL,Eólica,MA,Delta 3 IV (Antiga Ventos Maranhenses 4),12,2.3
2017-07-26 00:00:00,04/2015,ACR,EOL.CV.MA.033685-8.01,EOL,Eólica,MA,Delta 3 IV (Antiga Ventos Maranhenses 4),4 a 6,6.9
2017-07-26 00:00:00,04/2015,ACR,EOL.CV.MA.033685-8.01,EOL,Eólica,MA,Delta 3 IV (Antiga Ventos Maranhenses 4),7 a 9,6.9
2017-07-28 00:00:00,Nenhum,Fora do ACR,CGH.PH.MT.029151-0.02,CGH,Hídrica,MT,Santa Cecília,02,1.75
2017-07-28 00:00:00,Nenhum,Fora do ACR,EOL.CV.PI.031273-8.01,EOL,Eólica,PI,Ventos de Santa Fátima,"2 a 4, 8 e 9",13.5
2017-07-29 00:00:00,04/2015,ACR,EOL.CV.MA.033685-8.01,EOL,Eólica,MA,Delta 3 IV (Antiga Ventos Maranhenses 4),1 e 2,4.6
2017-07-29 00:00:00,04/2015,ACR,EOL.CV.MA.033685-8.01,EOL,Eólica,MA,Delta 3 IV (Antiga Ventos Maranhenses 4),3,2.3
2017-08-02 00:00:00,04/2015,ACR,EOL.CV.PI.033138-4.01,EOL,Eólica,PI,Ventos de São Vicente 14,1 a 5,10.5
2017-08-02 00:00:00,04/2015,ACR,EOL.CV.PI.033138-4.01,EOL,Eólica,PI,Ventos de São Vicente 14,6 e 7,4.2
2017-08-03 00:00:00,04/2015,ACR,EOL.CV.MA.033680-7.01,EOL,Eólica,MA,Delta 3 VII (Antiga Ventos do Norte 18),7,2.3
2017-08-05 00:00:00,04/2015,ACR,EOL.CV.MA.033673-4.01,EOL,Eólica,MA,Delta 3 VI (Antiga Ventos do Norte 13),10 e 11,4.6
2017-08-05 00:00:00,04/2015,ACR,EOL.CV.MA.033673-4.01,EOL,Eólica,MA,Delta 3 VI (Antiga Ventos do Norte 13),12,2.3
2017-08-05 00:00:00,04/2015,ACR,EOL.CV.MA.033673-4.01,EOL,Eólica,MA,Delta 3 VI (Antiga Ventos do Norte 13),8 e 9,4.6
2017-08-05 00:00:00,01/2016,ACR,PCH.PH.MT.029044-0.01,PCH,Hídrica,MT,Água Prata,01,4.433
2017-08-05 00:00:00,01/2016,ACR,PCH.PH.MT.029044-0.01,PCH,Hídrica,MT,Água Prata,02,4.433
